"","tag","freq","prop","pct"
"122","boulder",365,0.0128245669512666,0.949181016379672
"123","fog",362,0.0127191595516672,0.948761024779504
"124","sunlight",357,0.0125434805523348,0.948341033179336
"125","bat and ball games",355,0.0124732089526018,0.947921041579168
"126","green",346,0.0121569867538035,0.947501049979
"127","bridge",339,0.0119110361547381,0.947081058378832
"128","calm",338,0.0118759003548716,0.946661066778664
"129","jungle",337,0.0118407645550051,0.946241075178496
"130","sand",335,0.0117704929552721,0.945821083578328
"131","mode of transport",332,0.0116650855556727,0.94540109197816
"132","font",331,0.0116299497558062,0.944981100377992
"133","dog breed",325,0.0114191349566073,0.94435111297774
"134","temperate broadleaf and mixed forest",325,0.0114191349566073,0.94435111297774
"135","sunset",324,0.0113839991567408,0.943721125577488
"136","escarpment",323,0.0113488633568743,0.943091138177236
"137","formation",323,0.0113488633568743,0.943091138177236
"138","baseball field",310,0.01089209795861,0.942041159176816
"139","college baseball",310,0.01089209795861,0.942041159176816
"140","mountain pass",310,0.01089209795861,0.942041159176816
"141","dawn",307,0.0107866905590106,0.940991180176396
"142","meadow",307,0.0107866905590106,0.940991180176396
"143","property",306,0.0107515547591441,0.940361192776144
"144","baseball positions",302,0.0106110115596782,0.939731205375892
"145","water transportation",302,0.0106110115596782,0.939731205375892
"146","deciduous",301,0.0105758757598117,0.939101217975641
"147","snout",299,0.0105056041600787,0.938681226375472
"148","baseball",298,0.0104704683602122,0.938261234775305
"149","product",296,0.0104001967604793,0.937841243175137
"150","sign",294,0.0103299251607463,0.937421251574968
"151","track",292,0.0102596535610133,0.937001259974801
"152","cottage",289,0.0101542461614139,0.936581268374633
"153","window",283,0.00994343136221496,0.936161276774464
"154","smile",280,0.00983802396261551,0.935741285174297
"155","sunrise",279,0.00980288816274903,0.935321293574129
"156","sunglasses",277,0.00973261656301606,0.93490130197396
"157","daytime",276,0.00969748076314957,0.934481310373793
"158","frost",273,0.00959207336355012,0.933851322973541
"159","headland",273,0.00959207336355012,0.933851322973541
"160","wall",272,0.00955693756368364,0.933221335573289
"161","baseball player",270,0.00948666596395067,0.932591348173037
"162","pasture",270,0.00948666596395067,0.932591348173037
"163","light",264,0.00927585116475177,0.931961360772785
"164","garden",258,0.00906503636555286,0.931121377572449
"165","stream bed",258,0.00906503636555286,0.931121377572449
"166","tower",258,0.00906503636555286,0.931121377572449
"167","glasses",257,0.00902990056568638,0.930071398572029
"168","trunk",257,0.00902990056568638,0.930071398572029
"169","rail transport",253,0.00888935736622044,0.929441411171777
"170","spring",250,0.00878394996662099,0.929021419571609
"171","outdoor structure",246,0.00864340676715505,0.928601427971441
"172","evening",245,0.00860827096728857,0.928181436371273
"173","mountaineering",242,0.00850286356768912,0.927761444771105
"174","highway",240,0.00843259196795615,0.927341453170937
"175","architecture",239,0.00839745616808967,0.926921461570769
"176","monochrome",235,0.00825691296862373,0.926501469970601
"177","prairie",234,0.00822177716875725,0.926081478370433
"178","headgear",233,0.00818664136889076,0.925451490970181
"179","winter sport",233,0.00818664136889076,0.925451490970181
"180","text",231,0.00811636976915779,0.924821503569929
"181","land vehicle",229,0.00804609816942483,0.924401511969761
"182","insect",228,0.00801096236955834,0.923771524569509
"183","vertebrate",228,0.00801096236955834,0.923771524569509
"184","memorial",227,0.00797582656969186,0.923141537169257
"185","line",226,0.00794069076982538,0.922721545569089
"186","meteorological phenomenon",224,0.00787041917009241,0.922091558168837
"187","state park",224,0.00787041917009241,0.922091558168837
"188","grove",221,0.00776501177049296,0.921461570768585
"189","player",220,0.00772987597062647,0.920831583368333
"190","tropical and subtropical coniferous forests",220,0.00772987597062647,0.920831583368333
"191","pond",216,0.00758933277116054,0.920201595968081
"192","chaparral",214,0.00751906117142757,0.919571608567829
"193","monument",214,0.00751906117142757,0.919571608567829
"194","lane",213,0.00748392537156108,0.918941621167577
"195","games",212,0.0074487895716946,0.918311633767325
"196","signage",212,0.0074487895716946,0.918311633767325
"197","landmark",210,0.00737851797196163,0.917681646367073
"198","area",208,0.00730824637222866,0.917051658966821
"199","vision care",208,0.00730824637222866,0.917051658966821
"200","lighthouse",203,0.00713256737289624,0.916211675766485
"201","real estate",203,0.00713256737289624,0.916211675766485
"202","black",201,0.00706229577316328,0.915581688366233
"203","travel",199,0.00699202417343031,0.915161696766065
"204","design",197,0.00692175257369734,0.914741705165897
"205","yellow",196,0.00688661677383086,0.914321713565729
"206","product design",195,0.00685148097396437,0.913691726165477
"207","walkway",195,0.00685148097396437,0.913691726165477
"208","roller sport",194,0.00681634517409789,0.912851742965141
"209","skating",194,0.00681634517409789,0.912851742965141
"210","invertebrate",193,0.0067812093742314,0.912221755564889
"211","mammal",191,0.00671093777449844,0.911381772364553
"212","pollinator",191,0.00671093777449844,0.911381772364553
"213","team",191,0.00671093777449844,0.911381772364553
"214","riparian zone",189,0.00664066617476547,0.910541789164217
"215","blizzard",187,0.0065703945750325,0.909911801763965
"216","structure",187,0.0065703945750325,0.909911801763965
"217","lawn",186,0.00653525877516602,0.909281814363713
"218","asphalt",184,0.00646498717543305,0.908861822763545
"219","automotive exterior",182,0.00639471557570008,0.907811843763125
"220","people",182,0.00639471557570008,0.907811843763125
"221","photograph",182,0.00639471557570008,0.907811843763125
"222","roller skating",182,0.00639471557570008,0.907811843763125
"223","eyewear",181,0.0063595797758336,0.906761864762705
"224","macro photography",180,0.00632444397596711,0.906341873162537
"225","city",178,0.00625417237623415,0.905921881562369
"226","event",177,0.00621903657636766,0.905081898362033
"227","male",177,0.00621903657636766,0.905081898362033
"228","sculpture",177,0.00621903657636766,0.905081898362033
"229","brand",173,0.00607849337690173,0.904241915161697
"230","tourist attraction",172,0.00604335757703524,0.903821923561529
"231","man",171,0.00600822177716876,0.903401931961361
"232","water bird",170,0.00597308597730227,0.902981940361193
"233","competition event",166,0.00583254277783634,0.902561948761025
"234","astronomical object",165,0.00579740697796985,0.902141957160857
"235","moths and butterflies",164,0.00576227117810337,0.901721965560689
"236","tundra",163,0.00572713537823689,0.901301973960521
"237","boats and boating equipment and supplies",161,0.00565686377850392,0.900671986560269
"238","logo",161,0.00565686377850392,0.900671986560269
"239","race",160,0.00562172797863743,0.900041999160017
"240","boating",158,0.00555145637890447,0.899202015959681
"241","diagram",158,0.00555145637890447,0.899202015959681
"242","panorama",158,0.00555145637890447,0.899202015959681
"243","arête",157,0.00551632057903798,0.898362032759345
"244","glacial landform",156,0.0054811847791715,0.897942041159177
"245","roller derby",155,0.00544604897930501,0.897522049559009
"246","butterfly",153,0.00537577737957205,0.897102057958841
"247","terrestrial animal",151,0.00530550577983908,0.896472070558589
"248","winter storm",151,0.00530550577983908,0.896472070558589
"249","mountain bike",150,0.00527036997997259,0.895842083158337
"250","facade",149,0.00523523418010611,0.895002099958001
"251","feather",149,0.00523523418010611,0.895002099958001
"252","furniture",149,0.00523523418010611,0.895002099958001
"253","facial expression",148,0.00520009838023963,0.893952120957581
"254","rolling stock",148,0.00520009838023963,0.893952120957581
"255","rainforest",147,0.00516496258037314,0.893112137757245
"256","statue",147,0.00516496258037314,0.893112137757245
"257","advertising",144,0.00505955518077369,0.892272154556909
"258","plant community",144,0.00505955518077369,0.892272154556909
"259","alps",143,0.00502441938090721,0.891432171356573
"260","train",143,0.00502441938090721,0.891432171356573
"261","bay",141,0.00495414778117424,0.890802183956321
"262","automotive design",140,0.00491901198130775,0.890382192356153
"263","bicycle",138,0.00484874038157479,0.889752204955901
"264","land lot",138,0.00484874038157479,0.889752204955901
"265","cycling",135,0.00474333298197533,0.888912221755565
"266","park",135,0.00474333298197533,0.888912221755565
"267","rapid",132,0.00463792558237588,0.887862242755145
"268","ruins",132,0.00463792558237588,0.887862242755145
"269","skiing",132,0.00463792558237588,0.887862242755145
"270","competition",131,0.0046027897825094,0.887022259554809
"271","fungus",129,0.00453251818277643,0.885972280554389
"272","neighbourhood",129,0.00453251818277643,0.885972280554389
"273","stock photography",129,0.00453251818277643,0.885972280554389
"274","wildflower",129,0.00453251818277643,0.885972280554389
"275","summer",127,0.00446224658304346,0.884712305753885
"276","tournament",127,0.00446224658304346,0.884712305753885
"277","crowd",126,0.00442711078317698,0.883872322553549
"278","roof",126,0.00442711078317698,0.883872322553549
"279","flowering plant",125,0.0043919749833105,0.883032339353213
"280","personal protective equipment",125,0.0043919749833105,0.883032339353213
"281","archaeological site",123,0.00432170338357753,0.881982360352793
"282","duck",123,0.00432170338357753,0.881982360352793
"283","lighting",123,0.00432170338357753,0.881982360352793
"284","ancient history",121,0.00425143178384456,0.880722385552289
"285","roller skates",121,0.00425143178384456,0.880722385552289
"286","watercraft",121,0.00425143178384456,0.880722385552289
"287","close up",118,0.00414602438424511,0.879882402351953
"288","baseball equipment",117,0.00411088858437862,0.879042419151617
"289","karelian bear dog",117,0.00411088858437862,0.879042419151617
"290","material",117,0.00411088858437862,0.879042419151617
"291","person",116,0.00407575278451214,0.878202435951281
"292","flooring",115,0.00404061698464566,0.877782444351113
"293","history",114,0.00400548118477917,0.877362452750945
"294","estate",113,0.00397034538491269,0.876522469550609
"295","sports equipment",113,0.00397034538491269,0.876522469550609
"296","stone carving",113,0.00397034538491269,0.876522469550609
"297","art",112,0.0039352095850462,0.875262494750105
"298","cross country skiing",112,0.0039352095850462,0.875262494750105
"299","pebble",112,0.0039352095850462,0.875262494750105
"300","shrub",111,0.00390007378517972,0.874212515749685
"301","twig",111,0.00390007378517972,0.874212515749685
"302","log cabin",110,0.00386493798531324,0.873372532549349
"303","table",110,0.00386493798531324,0.873372532549349
"304","blue",109,0.00382980218544675,0.872322553548929
"305","interior design",109,0.00382980218544675,0.872322553548929
"306","summit",109,0.00382980218544675,0.872322553548929
"307","mushroom",108,0.00379466638558027,0.871482570348593
"308","ducks geese and swans",107,0.00375953058571378,0.870852582948341
"309","ski",107,0.00375953058571378,0.870852582948341
"310","arch",106,0.0037243947858473,0.870012599748005
"311","nordic skiing",106,0.0037243947858473,0.870012599748005
"312","star",105,0.00368925898598082,0.869172616547669
"313","tarn",105,0.00368925898598082,0.869172616547669
"314","arctic",104,0.00365412318611433,0.867702645947081
"315","edible mushroom",104,0.00365412318611433,0.867702645947081
"316","pine family",104,0.00365412318611433,0.867702645947081
"317","walking",104,0.00365412318611433,0.867702645947081
"318","wheel",104,0.00365412318611433,0.867702645947081
"319","floor",103,0.00361898738624785,0.866442671146577
"320","canoe",102,0.00358385158638136,0.865812683746325
"321","sun",102,0.00358385158638136,0.865812683746325
"322","marsh",101,0.00354871578651488,0.865182696346073
"323","social group",99,0.00347844418678191,0.864762704745905
"324","headstone",97,0.00340817258704894,0.864132717345653
"325","residential area",97,0.00340817258704894,0.864132717345653
"326","medicinal mushroom",95,0.00333790098731598,0.863502729945401
"327","valley",94,0.00330276518744949,0.862872742545149
"328","white",94,0.00330276518744949,0.862872742545149
"329","arch bridge",93,0.00326762938758301,0.862032759344813
"330","border collie",93,0.00326762938758301,0.862032759344813
"331","locomotive",92,0.00323249358771652,0.861402771944561
"332","historic site",91,0.00319735778785004,0.860772784544309
"333","moss",91,0.00319735778785004,0.860772784544309
"334","football player",90,0.00316222198798356,0.859932801343973
"335","rubble",90,0.00316222198798356,0.859932801343973
"336","arthropod",89,0.00312708618811707,0.859092818143637
"337","kayak",89,0.00312708618811707,0.859092818143637
"338","railroad car",88,0.00309195038825059,0.858042839143217
"339","shed",88,0.00309195038825059,0.858042839143217
"340","texture",88,0.00309195038825059,0.858042839143217
"341","agaricomycetes",87,0.0030568145883841,0.856572868542629
"342","child",87,0.0030568145883841,0.856572868542629
"343","community",87,0.0030568145883841,0.856572868542629
"344","plain",87,0.0030568145883841,0.856572868542629
"345","ecoregion",86,0.00302167878851762,0.855522889542209
"346","fixed link",85,0.00298654298865114,0.854682906341873
"347","perching bird",85,0.00298654298865114,0.854682906341873
"348","road bicycle",85,0.00298654298865114,0.854682906341873
"349","fir",84,0.00295140718878465,0.853842923141537
"350","day",83,0.00291627138891817,0.852792944141117
"351","public space",83,0.00291627138891817,0.852792944141117
"352","watercraft rowing",83,0.00291627138891817,0.852792944141117
"353","zoo",83,0.00291627138891817,0.852792944141117
"354","aerial photography",82,0.00288113558905168,0.851322973540529
"355","galaxy",82,0.00288113558905168,0.851322973540529
"356","hand",82,0.00288113558905168,0.851322973540529
"357","farmhouse",81,0.0028459997891852,0.850062998740025
"358","grave",81,0.0028459997891852,0.850062998740025
"359","piste",81,0.0028459997891852,0.850062998740025
"360","nordic combined",80,0.00281086398931872,0.849223015539689
"361","cape",79,0.00277572818945223,0.848383032339353
"362","cycle sport",79,0.00277572818945223,0.848383032339353
"363","mountain biking",79,0.00277572818945223,0.848383032339353
"364","agaricaceae",78,0.00274059238958575,0.847123057538849
"365","root",78,0.00274059238958575,0.847123057538849
"366","ski equipment",78,0.00274059238958575,0.847123057538849
"367","marina",77,0.00270545658971926,0.845863082738345
"368","technology",77,0.00270545658971926,0.845863082738345
"369","wind wave",77,0.00270545658971926,0.845863082738345
"370","amusement park",76,0.00267032078985278,0.844183116337673
"371","emotion",76,0.00267032078985278,0.844183116337673
"372","old world flycatcher",76,0.00267032078985278,0.844183116337673
"373","red",76,0.00267032078985278,0.844183116337673
"374","room",76,0.00267032078985278,0.844183116337673
"375","mansion",75,0.0026351849899863,0.842923141537169
"376","road surface",74,0.00260004919011981,0.842293154136917
"377","soccer",74,0.00260004919011981,0.842293154136917
"378","brush footed butterfly",73,0.00256491339025333,0.841453170936581
"379","temperate coniferous forest",73,0.00256491339025333,0.841453170936581
"380","farm",72,0.00252977759038685,0.840193196136077
"381","glass",72,0.00252977759038685,0.840193196136077
"382","ravine",72,0.00252977759038685,0.840193196136077
"383","street sign",72,0.00252977759038685,0.840193196136077
"384","plant stem",71,0.00249464179052036,0.838723225535489
"385","town",71,0.00249464179052036,0.838723225535489
"386","waste",71,0.00249464179052036,0.838723225535489
"387","beacon",70,0.00245950599065388,0.837463250734985
"388","non vascular land plant",70,0.00245950599065388,0.837463250734985
"389","temple",70,0.00245950599065388,0.837463250734985
"390","carnivoran",69,0.00242437019078739,0.836413271734565
"391","whiskers",69,0.00242437019078739,0.836413271734565
"392","afterglow",68,0.00238923439092091,0.835153296934061
"393","amusement ride",68,0.00238923439092091,0.835153296934061
"394","commemorative plaque",68,0.00238923439092091,0.835153296934061
"395","fortification",68,0.00238923439092091,0.835153296934061
"396","dusk",67,0.00235409859105443,0.833263334733305
"397","family car",67,0.00235409859105443,0.833263334733305
"398","harbor",67,0.00235409859105443,0.833263334733305
"399","hut",67,0.00235409859105443,0.833263334733305
"400","soccer player",67,0.00235409859105443,0.833263334733305
"401","classical sculpture",66,0.00231896279118794,0.831793364132717
"402","snowshoe",66,0.00231896279118794,0.831793364132717
"403","dragonfly",65,0.00228382699132146,0.830953380932381
"404","ship",65,0.00228382699132146,0.830953380932381
"405","controlled access highway",63,0.00221355539158849,0.829273414531709
"406","facial hair",63,0.00221355539158849,0.829273414531709
"407","food",63,0.00221355539158849,0.829273414531709
"408","mixed use",63,0.00221355539158849,0.829273414531709
"409","public transport",63,0.00221355539158849,0.829273414531709
"410","seabird",63,0.00221355539158849,0.829273414531709
"411","igneous rock",62,0.00217841959172201,0.827173456530869
"412","road trip",62,0.00217841959172201,0.827173456530869
"413","sitting",62,0.00217841959172201,0.827173456530869
"414","smoke",62,0.00217841959172201,0.827173456530869
"415","conifer",61,0.00214328379185552,0.825703485930281
"416","shack",61,0.00214328379185552,0.825703485930281
"417","stone wall",61,0.00214328379185552,0.825703485930281
"418","badlands",60,0.00210814799198904,0.824443511129777
"419","lake district",60,0.00210814799198904,0.824443511129777
"420","maple tree",60,0.00210814799198904,0.824443511129777
"421","leg",59,0.00207301219212255,0.823603527929441
"422","cemetery",58,0.00203787639225607,0.822553548929021
"423","log bridge",58,0.00203787639225607,0.822553548929021
"424","stele",58,0.00203787639225607,0.822553548929021
"425","wrestler",58,0.00203787639225607,0.822553548929021
"426","cannon",57,0.00200274059238959,0.820453590928181
"427","cumulus",57,0.00200274059238959,0.820453590928181
"428","finch",57,0.00200274059238959,0.820453590928181
"429","friendship",57,0.00200274059238959,0.820453590928181
"430","gravel",57,0.00200274059238959,0.820453590928181
"431","stadium",57,0.00200274059238959,0.820453590928181
"432","automotive tire",56,0.0019676047925231,0.817723645527089
"433","bolete",56,0.0019676047925231,0.817723645527089
"434","carousel",56,0.0019676047925231,0.817723645527089
"435","cuisine",56,0.0019676047925231,0.817723645527089
"436","fence",56,0.0019676047925231,0.817723645527089
"437","figurine",56,0.0019676047925231,0.817723645527089
"438","fur",56,0.0019676047925231,0.817723645527089
"439","angle",55,0.00193246899265662,0.815413691726166
"440","dock",55,0.00193246899265662,0.815413691726166
"441","electronic device",55,0.00193246899265662,0.815413691726166
"442","urban area",55,0.00193246899265662,0.815413691726166
"443","flight",54,0.00189733319279013,0.813943721125577
"444","foot",54,0.00189733319279013,0.813943721125577
"445","ski pole",54,0.00189733319279013,0.813943721125577
"446","combat sport",53,0.00186219739292365,0.812263754724906
"447","computer wallpaper",53,0.00186219739292365,0.812263754724906
"448","painting",53,0.00186219739292365,0.812263754724906
"449","square",53,0.00186219739292365,0.812263754724906
"450","viaduct",53,0.00186219739292365,0.812263754724906
"451","shadow",52,0.00182706159305717,0.811003779924402
"452","baseball park",51,0.00179192579319068,0.809533809323813
"453","massif",51,0.00179192579319068,0.809533809323813
"454","midnight",51,0.00179192579319068,0.809533809323813
"455","puppy",51,0.00179192579319068,0.809533809323813
"456","swamp",51,0.00179192579319068,0.809533809323813
"457","wing",51,0.00179192579319068,0.809533809323813
"458","subshrub",50,0.0017567899933242,0.807853842923142
"459","suburb",50,0.0017567899933242,0.807853842923142
"460","individual sports",49,0.00172165419345771,0.80722385552289
"461","artwork",48,0.00168651839359123,0.80512389752205
"462","bayou",48,0.00168651839359123,0.80512389752205
"463","biathlon",48,0.00168651839359123,0.80512389752205
"464","communication",48,0.00168651839359123,0.80512389752205
"465","contact sport",48,0.00168651839359123,0.80512389752205
"466","luxury vehicle",48,0.00168651839359123,0.80512389752205
"467","petal",48,0.00168651839359123,0.80512389752205
"468","pradal serey",48,0.00168651839359123,0.80512389752205
"469","youth",48,0.00168651839359123,0.80512389752205
"470","human body",47,0.00165138259372475,0.802603947921042
"471","ski cross",47,0.00165138259372475,0.802603947921042
"472","tent",47,0.00165138259372475,0.802603947921042
"473","automotive wheel system",46,0.00161624679385826,0.800713985720286
"474","beard",46,0.00161624679385826,0.800713985720286
"475","boardsport",46,0.00161624679385826,0.800713985720286
"476","canoeing",46,0.00161624679385826,0.800713985720286
"477","fireworks",46,0.00161624679385826,0.800713985720286
"478","siding",46,0.00161624679385826,0.800713985720286
"479","cat like mammal",45,0.00158111099399178,0.79882402351953
"480","oar",45,0.00158111099399178,0.79882402351953
"481","outdoor shoe",45,0.00158111099399178,0.79882402351953
"482","adventurer",44,0.00154597519412529,0.797144057118858
"483","aqueduct",44,0.00154597519412529,0.797144057118858
"484","cobblestone",44,0.00154597519412529,0.797144057118858
"485","groundcover",44,0.00154597519412529,0.797144057118858
"486","yard",44,0.00154597519412529,0.797144057118858
"487","dog crossbreeds",43,0.00151083939425881,0.795044099118018
"488","hair",43,0.00151083939425881,0.795044099118018
"489","passenger ship",43,0.00151083939425881,0.795044099118018
"490","spruce",43,0.00151083939425881,0.795044099118018
"491","toe",43,0.00151083939425881,0.795044099118018
"492","barefoot",42,0.00147570359439233,0.792314153716926
"493","boxing ring",42,0.00147570359439233,0.792314153716926
"494","camping",42,0.00147570359439233,0.792314153716926
"495","fish",42,0.00147570359439233,0.792314153716926
"496","membrane winged insect",42,0.00147570359439233,0.792314153716926
"497","motor ship",42,0.00147570359439233,0.792314153716926
"498","standing",42,0.00147570359439233,0.792314153716926
"499","street",42,0.00147570359439233,0.792314153716926
"500","dish",41,0.00144056779452584,0.789584208315834
"501","lycaenid",41,0.00144056779452584,0.789584208315834
"502","outerwear",41,0.00144056779452584,0.789584208315834
"503","surfing equipment and supplies",41,0.00144056779452584,0.789584208315834
"504","wildfire",41,0.00144056779452584,0.789584208315834
"505","boardwalk",40,0.00140543199465936,0.786644267114658
"506","cool",40,0.00140543199465936,0.786644267114658
"507","fête",40,0.00140543199465936,0.786644267114658
"508","fjord",40,0.00140543199465936,0.786644267114658
"509","herb",40,0.00140543199465936,0.786644267114658
"510","nectar",40,0.00140543199465936,0.786644267114658
"511","play",40,0.00140543199465936,0.786644267114658
"512","trestle",40,0.00140543199465936,0.786644267114658
"513","woman",40,0.00140543199465936,0.786644267114658
"514","bird of prey",39,0.00137029619479287,0.783914321713566
"515","moonlight",39,0.00137029619479287,0.783914321713566
"516","sea kayak",39,0.00137029619479287,0.783914321713566
"517","waterfowl",39,0.00137029619479287,0.783914321713566
"518","castle",38,0.00133516039492639,0.78202435951281
"519","professional boxing",38,0.00133516039492639,0.78202435951281
"520","purple",38,0.00133516039492639,0.78202435951281
"521","senior citizen",38,0.00133516039492639,0.78202435951281
"522","yacht",38,0.00133516039492639,0.78202435951281
"523","boxing",37,0.00130002459505991,0.779714405711886
"524","canal",37,0.00130002459505991,0.779714405711886
"525","fault",37,0.00130002459505991,0.779714405711886
"526","mountaineer",37,0.00130002459505991,0.779714405711886
"527","muscle",37,0.00130002459505991,0.779714405711886
"528","small to medium sized cats",37,0.00130002459505991,0.779714405711886
"529","bird's eye view",36,0.00126488879519342,0.777194456110878
"530","new year's eve",36,0.00126488879519342,0.777194456110878
